year,state_fips,state,scope,rep_votes,dem_votes,twoparty_votes,total_votes,source_counties
2016,36,NY,post_bridge,2645405.002093122,4159259.0080449805,6804664.010138104,7128889.010598895,62
2016,37,NC,post_bridge,2362696.999631286,2189350.004966878,4552047.004598163,4741654.004959575,100
2016,38,ND,post_bridge,216794.00157091938,93758.00083847839,310552.0024093978,344360.00271722674,53
2016,39,OH,post_bridge,2841005.006003832,2394164.0095613734,5235169.015565205,5536564.016564755,88
2016,40,OK,post_bridge,949135.9999326373,420375.00104476337,1369511.0009774007,1452992.001073229,77
2016,41,OR,post_bridge,781480.0061073216,999850.0132732126,1781330.019380534,1997542.0218102655,36
2016,42,PA,post_bridge,2962746.0117651583,2916216.0052051246,5878962.01697028,6143187.018125731,67
2016,44,RI,post_bridge,180489.00099192225,251868.0013393787,432357.002331301,463394.0025077396,5
2016,45,SC,post_bridge,1155389.000608915,855372.9998107911,2010762.000419706,2103027.0004157834,46
2016,46,SD,post_bridge,227460.00115332863,114938.00093141009,342398.00208473875,367151.0022503189,65
2016,47,TN,post_bridge,1521162.0059871487,869189.0035521055,2390351.009539254,2490799.0099732373,95
2016,48,TX,post_bridge,4685047.026310384,3877868.0392884924,8562915.065598879,8969226.06911018,254
2016,49,UT,post_bridge,515230.9987582129,310675.9999341275,825906.9986923405,1141519.9976826771,29
2016,50,VT,post_bridge,95368.99993175606,178572.99974193436,273941.9996736904,315066.9996197551,14
2016,51,VA,post_bridge,1769443.00157811,1981473.0000061302,3750916.0015842407,3982752.001688804,133
2016,53,WA,post_bridge,1221746.9981438692,1742717.9974358536,2964464.9955797223,3294873.995051118,39
2016,54,WV,post_bridge,488826.00002218725,188573.00018248693,677399.0002046742,720394.0002454654,55
2016,55,WI,post_bridge,1404000.0020660101,1381823.0009843037,2785823.0030503143,2975313.0033902284,72
2016,56,WY,post_bridge,174418.9999204429,55972.999851598935,230391.99977204183,255848.99974379817,23
2020,01,AL,post_bridge,1441167.9899528737,849647.9913238658,2290815.9812767417,2323303.9809373757,67
2020,04,AZ,post_bridge,1661685.9913986316,1672142.9905153012,3333828.981913933,3387325.981625625,15
2020,05,AR,post_bridge,760647.0011735201,423932.0013455397,1184579.0025190595,1219069.002587903,75
2020,06,CA,post_bridge,6005960.998410233,11109763.957869466,17115724.956279695,17495905.955456533,58
2020,08,CO,post_bridge,1364606.9925954677,1804351.9934345046,3168958.986029974,3256952.98560206,64
2020,09,CT,post_bridge,715291.004895032,1080680.0073649627,1795971.0122599942,1824280.012434776,8
2020,10,DE,post_bridge,200602.99977044397,296268.00022212835,496870.9999925721,504010.0000023225,3
2020,11,DC,post_bridge,18585.999776968005,317322.99619212403,335908.995969092,344355.99586772796,1
2020,12,FL,post_bridge,5668730.999298057,5297044.979010134,10965775.978308193,11067455.978216453,67
2020,13,GA,post_bridge,2461853.992225394,2473632.988009636,4935486.980235023,4997715.979985419,159
2020,16,ID,post_bridge,554118.0016722449,287021.00241802185,841139.0040902665,868105.0042284683,44
2020,17,IL,post_bridge,2446891.006789925,3471915.032898526,5918806.039688453,6038850.040223763,102
2020,18,IN,post_bridge,1729852.0036086892,1242495.0024528424,2972347.006061535,3033198.0061848313,92
2020,19,IA,post_bridge,897672.001497478,759061.0025658974,1656733.0040633748,1690871.0041704315,99
2020,20,KS,post_bridge,758099.9954849037,558668.9963496408,1316768.991834544,1349566.991625506,105
2020,21,KY,post_bridge,1326645.9936707222,772473.9914341269,2099119.985104849,2136767.984800273,120
2020,22,LA,post_bridge,1255776.000205448,856034.0006126254,2111810.0008180724,2148062.000833434,64
2020,23,ME,post_bridge,359899.0028747063,430473.00430959277,790372.0071842992,813740.0073963447,16
2020,24,MD,post_bridge,976413.9997605394,1985022.996918662,2961436.9966792013,3037029.996573483,24
2020,25,MA,post_bridge,1167202.0033569066,2382202.009538703,3549404.0128956093,3631402.013198635,14
2020,26,MI,post_bridge,2649851.982866576,2804039.9754373645,5453891.958303936,5539301.957785464,83
2020,27,MN,post_bridge,1484065.0048727142,1717077.0065532345,3201142.011425947,3277171.011700572,87
2020,28,MS,post_bridge,756764.0019413951,539398.0010931682,1296162.003034563,1315178.0030839813,82
2020,29,MO,post_bridge,1718736.004523426,1253014.0088503936,2971750.0133738206,3025962.013608882,115
2020,30,MT,post_bridge,343601.99872022425,244785.99829215597,588387.9970123803,605749.9969105369,56
2020,31,NE,post_bridge,556845.9951147744,374582.994300727,931428.9894155014,956378.9891074194,93
2020,32,NV,post_bridge,669889.9926042544,703485.9909783523,1373375.9835826068,1405375.983248483,17
2020,33,NH,post_bridge,365653.99816660373,424920.99830742046,790574.9964740243,804429.9964125921,10
2020,34,NJ,post_bridge,1883274.0081327779,2608335.017714748,4491609.025847525,4564234.026222695,21
2020,35,NM,post_bridge,401893.9966431489,501613.9949828812,903507.99162603,923964.9914210098,33
2020,36,NY,post_bridge,3250230.0098433183,5244006.013827212,8494236.023670534,8616205.024125228,62
2020,37,NC,post_bridge,2758772.997825219,2684291.998628323,5443064.996453541,5524800.996452963,100
2020,38,ND,post_bridge,235594.9995405742,114901.99999644452,350496.9995370188,361818.99952745915,53
2020,39,OH,post_bridge,3154833.9986429615,2679164.9980596914,5833998.996702656,5922201.996680239,88
2020,40,OK,post_bridge,1020280.0005351688,503890.00166512176,1524170.0022002906,1560699.0022675307,77
2020,41,OR,post_bridge,958447.995691907,1340382.9887533186,2298830.984445226,2374320.983926936,36
2020,42,PA,post_bridge,3378263.0145471278,3459923.0145390946,6838186.029086223,6925255.029580019,67
2020,44,RI,post_bridge,199836.99932839087,306209.99936476746,506046.9986931584,516382.99866483925,5
2020,45,SC,post_bridge,1385102.9992969579,1091541.0047675066,2476644.004064464,2513329.004143786,46
2020,46,SD,post_bridge,261043.00124972087,150471.0012004037,411514.0024501244,422609.0025245272,66
2020,47,TN,post_bridge,1852475.0004846824,1143710.996596349,2996185.997081032,3053850.99688532,95
2020,48,TX,post_bridge,5890347.021505443,5259126.036672291,11149473.05817773,11317911.059126591,254
2020,49,UT,post_bridge,865139.9945530043,560281.9942067879,1425421.9887597924,1488288.9882522847,29
2020,50,VT,post_bridge,112704.00028869034,242820.00049030586,355524.0007789962,367428.0008077116,14
2020,51,VA,post_bridge,1962429.9900522006,2413567.981467538,4375997.971519741,4460523.970925804,133
2020,53,WA,post_bridge,1584651.0077665315,2369612.018798085,3954263.026564619,4087631.027433034,39
2020,54,WV,post_bridge,545382.0000562578,235984.00028550203,781366.0003417596,794652.0003569433,55
2020,55,WI,post_bridge,1610065.0022999076,1630673.0016064039,3240738.003906312,3297352.0039895037,72
2020,56,WY,post_bridge,193558.99991192113,73490.99980018409,267049.99971210514,276764.99970220367,23
