czone,exposure_1990_2000,exposure_2000_2007,instrument_1990_2000,instrument_2000_2007
14000,1.1200391637636578,1.982293145850556,1.289249287998892,3.0823965165366944
14100,2.1379230891053256,5.652638667295424,0.9838266202704306,4.462054555994765
14200,0.9363373829385087,2.298037742495845,0.6206399773255596,1.5947639105070375
14300,1.7703244573062764,7.194158578366538,0.7708851066656096,3.9237039308160506
14400,1.947009970902167,4.236799985985884,0.7156804826448231,3.9321014627846855
14500,1.1148580497340719,3.1138362196024008,0.8030906703315047,2.989367389641165
14600,4.993670283091223,3.01919300965467,4.041572188211254,7.9185350485854915
14700,1.3373188687374797,3.7095774602597134,0.8774861250071802,3.0909552206634636
14801,21.03054102922001,2.9908252895623786,3.140219903694938,24.61986868811723
14802,0.9630952705792752,0.8249393585975083,1.011417843080393,1.7607776475208834
14900,0.9942020443401223,3.8757225579608514,0.4618193960103265,5.157784210719544
15000,1.5501653995687656,4.304801394246335,1.0304278110496052,4.037536996972868
15100,1.4765645522092974,2.7503192504950977,0.8710817470655754,4.135584673020519
15200,1.1440035062008755,2.5407768247598663,0.6154474246448216,2.409037789623177
15300,1.3826623693421827,4.251415764893593,1.0326527635088447,7.154593653344184
15400,3.839983397596269,3.0888120973238564,1.8798940977181644,4.154648377622421
15500,1.3155093390488146,5.568146400226166,0.5737070942971122,8.790643148633164
15600,0.7946957790620428,1.626361189804599,0.9800831881577201,2.5961750862682598
15700,0.37891597385662534,1.5250526679959835,0.9143235656380561,2.5278746443360705
15800,0.9480744588979848,2.112932511816967,0.5991276457454556,1.541705829004853
15900,0.8446983911647932,1.903145631114931,0.5683561453171825,1.6793632530067653
16000,1.2751561974205572,5.302617434153676,1.040777054197763,4.264955645267707
16100,0.9069728295246349,3.7940749587181903,1.868722146356387,2.9983544037547247
16200,1.4487852592726582,3.507677924381965,1.1564868273737257,2.60403235522165
16300,0.5562626393614146,2.9505977457094854,0.4150901322267636,1.8118119809639124
16400,0.9645125358531915,3.568943818244962,0.7096170872967038,3.5540628905226384
16500,1.3412136500576188,3.92030600259997,0.9538850675208336,2.8769756682416037
